name,opening_date,opening_gross,opening_theaters,studio,theaters,total_gross,url
The Lobster (Canada Release),3/25/2016,n/a,n/a,Mon,15,"$376,871*",/movies/?id=thelobstercanada.htm
The Lobster (US Release),5/13/2016,"$190,252",4,A24,560,"$8,700,374*",/movies/?id=thelobster.htm
Local Color,10/19/2007,"$7,183",1,Mont.,1,"$32,788",/movies/?id=localcolor.htm
Local Hero,2/18/1983,"$23,567",1,WB,207,"$5,895,761",/movies/?id=localhero.htm
Lock Up,8/4/1989,"$6,025,520","1,382",TriS,"1,384","$22,099,847",/movies/?id=lockup.htm
"Lock, Stock and Two Smoking Barrels",3/5/1999,"$143,321",8,Gram.,161,"$3,753,929",/movies/?id=lockstockandtwosmokingbarrels.htm
Lockdown,2/14/2003,"$200,000",75,Inn.,75,"$449,482",/movies/?id=lockdown.htm
Locke,4/25/2014,"$81,006",4,A24,121,"$1,375,769",/movies/?id=locke.htm
Locker 13,3/28/2014,"$2,468",3,BIP,3,"$3,496",/movies/?id=locker13.htm
Lockout,4/13/2012,"$6,231,836","2,308",FD,"2,335","$14,326,864",/movies/?id=lockout.htm
Loco Love,8/15/2003,n/a,n/a,Path.,n/a,n/a,/movies/?id=locolove.htm
The Locusts,10/3/1997,"$17,787",12,Orion,12,"$40,158",/movies/?id=locusts.htm
The Lodger,6/10/1928,n/a,n/a,N/A,n/a,n/a,/movies/?id=lodger.htm
The Loft,1/30/2015,"$2,747,342","1,841",ORF,"1,841","$6,002,684",/movies/?id=loft.htm
Logan,9/10/2010,"$7,137",1,RB,1,"$7,137",/movies/?id=logan.htm
Logan,3/3/2017,"$88,411,916","4,071",Fox,"4,071","$226,277,068",/movies/?id=wolverine2017.htm
Logan Lucky,8/18/2017,"$7,600,036","3,031",BST,"3,031","$27,644,124",/movies/?id=loganlucky.htm
Loggerheads,10/14/2005,"$10,664",4,Strand,9,"$115,314",/movies/?id=loggerheads.htm
Loins of Punjab Presents,9/12/2008,"$14,850",4,Emr.,8,"$39,891",/movies/?id=loinsofpunjabpresents.htm
Lola (Demy) (re-issue),11/16/2001,"$5,641",3,Wells,3,"$103,951",/movies/?id=lola01.htm
Lola Montes (re-issue),10/10/2008,"$12,569",3,Rialto,4,"$120,306",/movies/?id=lolamontes08.htm
Lola Versus,6/8/2012,"$31,815",4,FoxS,52,"$252,603",/movies/?id=lolaversus.htm
Lolita (1998),7/24/1998,"$19,492",1,Gold.,1,"$1,071,255",/movies/?id=lolita98.htm
Lolly-Madonna XXX,1973,n/a,n/a,MGM,n/a,n/a,/movies/?id=lollymadonnaxxx.htm
Lolo,3/11/2016,"$4,242",1,FR,8,"$24,134",/movies/?id=lolo.htm
London,2/10/2006,"$12,667",7,IDP,7,"$20,361",/movies/?id=london.htm
London Boulevard,11/11/2011,"$3,431",1,IFC,2,"$16,075",/movies/?id=londonboulevard.htm
London Dreams,10/30/2009,"$207,964",82,Stu18,82,"$300,293",/movies/?id=londondreams.htm
London Has Fallen,3/4/2016,"$21,635,601","3,490",Focus,"3,492","$62,524,260",/movies/?id=londonhasfallen.htm
London Kills Me,8/7/1992,"$16,209",2,FL,10,"$170,667",/movies/?id=londonkillsme.htm
London River,12/7/2011,"$1,044",1,Libre,2,"$7,200",/movies/?id=londonriver.htm
London Road,TBD,n/a,n/a,N/A,n/a,n/a,/movies/?id=londonroad.htm
London to Brighton,2/8/2008,"$6,700",3,OutF,3,"$6,700",/movies/?id=londontobrighton.htm
The Lone Ranger,7/3/2013,"$29,210,849","3,904",BV,"3,904","$89,302,115",/movies/?id=loneranger.htm
Lone Star,6/21/1996,"$232,184",21,SPC,143,"$12,408,986",/movies/?id=lonestar.htm
Lone Survivor,12/25/2013,"$90,872",2,Uni.,"3,285","$125,095,601",/movies/?id=lonesurvivor.htm
Lone Wolf McQuade,4/15/1983,"$4,295,300","1,221",Orion,"1,221","$12,232,628",/movies/?id=lonewolfmcquade.htm
The Loneliest Planet,10/26/2012,"$15,689",2,IFC,13,"$129,579",/movies/?id=loneliestplanet.htm
The Loneliness of the Long Distance Runner,9/21/1962,n/a,n/a,CMP,n/a,n/a,/movies/?id=lonelinessofthelongdistancerunner.htm
Lonely Affair of the Heart,9/27/2002,$932,1,Path.,1,$932,/movies/?id=lonelyaffair.htm
The Lonely Guy,1/27/1984,"$2,072,130",717,Uni.,717,"$5,718,573",/movies/?id=lonelyguy.htm
Lonely Hearts,4/13/2007,"$80,423",23,IDP,24,"$188,565",/movies/?id=lonelyhearts.htm
Lonely Hearts (1983),9/4/1983,n/a,n/a,Gold.,n/a,"$777,087",/movies/?id=lonelyhearts83.htm
A Lonely Hero,5/8/2015,n/a,n/a,Emr.,n/a,n/a,/movies/?id=alonelyhero.htm
The Lonely Lady,9/30/1983,"$1,223,220",703,Uni.,703,"$1,223,220",/movies/?id=lonelylady.htm
The Lonely Maiden,5/29/2009,n/a,n/a,YFG,n/a,n/a,/movies/?id=lonelymaiden.htm
A Lonely Place for Dying,8/24/2012,n/a,1,HM,1,n/a,/movies/?id=lonelyplacefordying.htm
Lonesome Jim,3/24/2006,"$13,798",2,IFC,16,"$154,187",/movies/?id=lonesomejim.htm
The Long Day Closes (2012 re-release),3/5/2012,"$1,407",1,FDesk,2,"$22,765",/movies/?id=thelongdaycloses.htm
Long Day's Journey Into Night,10/9/1962,n/a,n/a,Emb,n/a,n/a,/movies/?id=longdaysjourneyintonight.htm
The Long Good Friday,4/2/1982,n/a,n/a,Emb,n/a,n/a,/movies/?id=longgoodfriday.htm
The Long Goodbye,3/7/1973,n/a,n/a,UA,n/a,n/a,/movies/?id=longgoodbye.htm
The Long Kiss Goodnight,10/11/1996,"$9,065,363","2,245",NL,"2,404","$33,447,612",/movies/?id=longkissgoodnight.htm
Long Night's Journey Into Day,3/29/2000,"$6,027",1,7Art,3,"$50,715",/movies/?id=longnightsjourneyintoday.htm
The Long Riders,5/16/1980,"$2,351,112",759,UA,n/a,"$15,795,189",/movies/?id=longriders.htm
Long Shot: The Kevin Laue Story,10/26/2012,"$16,011",1,DM,1,"$16,011*",/movies/?id=longshot2012.htm
Long Shot: The Kevin Laue Story (2013),10/25/2013,"$7,006",1,Cini,3,"$29,863*",/movies/?id=longshot2013.htm
Long Strange Trip - The Untold Story of The Grateful Dead,5/25/2017,"$33,272",56,Abr.,56,"$351,957",/movies/?id=longstrangetriptheuntoldstoryofthegratefuldead.htm
The Long Voyage Home,10/9/1940,n/a,n/a,UA,n/a,n/a,/movies/?id=longvoyagehome.htm
The Long Walk Home,12/22/1990,"$26,140",4,Mira.,272,"$4,873,620",/movies/?id=longwalkhome.htm
A Long Way Down,7/11/2014,"$1,426",1,Magn.,5,"$13,347",/movies/?id=alongwaydown.htm
The Long Way Home,9/17/1997,"$10,606",7,7Art,7,"$60,509",/movies/?id=longwayhome.htm
A Long Way Off,5/16/2014,"$1,926",1,MVE,15,"$30,104",/movies/?id=alongwayoff.htm
The Long Weekend,6/9/2006,"$1,286",3,GldC,3,"$1,286",/movies/?id=longweekend.htm
The Longest Day,10/4/1962,n/a,n/a,Fox,n/a,n/a,/movies/?id=longestday.htm
The Longest Ride,4/10/2015,"$13,019,686","3,366",Fox,"3,371","$37,446,117",/movies/?id=thelongestride.htm
The Longest Yard,5/27/2005,"$47,606,480","3,634",Par.,"3,654","$158,119,460",/movies/?id=longestyard05.htm
The Longest Yard (1974),8/30/1974,n/a,n/a,Par.,n/a,"$43,008,075",/movies/?id=longestyard.htm
The Longshots,8/22/2008,"$4,080,687","2,089",MGM/W,"2,089","$11,537,046",/movies/?id=longshots.htm
Longtime Companion,5/11/1990,"$50,525",2,Gold.,85,"$4,609,953",/movies/?id=longtimecompanion.htm
Look,12/14/2007,"$10,347",2,Vita.,3,"$16,136",/movies/?id=look.htm
Look at Me,4/1/2005,"$69,587",6,SPC,75,"$1,737,308",/movies/?id=lookatme.htm
Look Both Ways,4/14/2006,"$4,430",2,Kino,11,"$105,067",/movies/?id=lookbothways.htm
The Look of Love,7/5/2013,"$5,105",3,IFC,6,"$21,252",/movies/?id=lookoflove.htm
The Look of Silence,7/17/2015,"$6,616",1,Drft.,14,"$109,089",/movies/?id=lookofsilence.htm
Look Who's Talking,10/13/1989,"$12,107,784","1,208",TriS,"1,651","$140,088,813",/movies/?id=lookwhostalking.htm
Look Who's Talking Now,11/5/1993,"$4,022,570","1,858",TriS,"1,886","$10,340,263",/movies/?id=lookwhostalkingnow.htm
Look Who's Talking Too,12/14/1990,"$8,100,640","1,576",TriS,"1,647","$47,789,074",/movies/?id=lookwhostalkingtoo.htm
The Lookalike,10/31/2014,n/a,n/a,WGUSA,n/a,n/a,/movies/?id=lookalike.htm
Looker,10/30/1981,n/a,n/a,WB,n/a,n/a,/movies/?id=looker.htm
Lookin' to Get Out,10/8/1982,"$528,559",303,Par.,303,"$946,461",/movies/?id=lookintogetout.htm
Looking for an Echo,11/10/2000,"$8,000",7,Reg.,7,"$13,465",/movies/?id=lookingforanecho.htm
Looking for an Icon,5/9/2007,"$1,760",1,Icar.,1,"$2,393",/movies/?id=lookingforanicon.htm
Looking for Cheyenne,12/7/2007,$165,1,Reg.,1,$973,/movies/?id=lookingforcheyenne.htm
Looking for Comedy in the Muslim World,1/20/2006,"$429,223",161,WIP,161,"$888,975",/movies/?id=lookingforcomedy.htm
Looking for Eric,5/14/2010,"$6,743",2,IFC,11,"$55,804",/movies/?id=lookingforeric.htm
Looking for Kitty,9/1/2006,"$3,210",1,Think,1,"$4,480",/movies/?id=lookingforkitty.htm
Looking for Mr. Goodbar,10/19/1977,"$1,540,635",110,Par.,110,"$22,512,655",/movies/?id=lookingformrgoodbar.htm
Looking for Palladin,10/30/2009,"$2,614",1,Wildc.,8,"$11,268",/movies/?id=lookingforpalladin.htm
Looking for Richard,10/11/1996,"$33,843",2,FoxS,81,"$1,408,575",/movies/?id=lookingforrichard.htm
The Looking Glass,10/23/2015,$107,2,FRun,2,"$1,711",/movies/?id=thelookingglass.htm
Looking Through Lillian,10/25/2002,"$1,707",1,Path.,1,"$3,300",/movies/?id=lookingthroughlillian.htm
The Lookout,3/30/2007,"$2,017,795",955,Mira.,955,"$4,600,585",/movies/?id=lookout.htm
Looney Tunes: Back in Action,11/14/2003,"$9,317,371","2,903",WB,"2,903","$20,991,364",/movies/?id=looneytunesbackinaction.htm
Looper,9/28/2012,"$20,801,552","2,992",TriS,"2,993","$66,486,205",/movies/?id=loopers.htm
Loose Cannons,2/9/1990,"$2,239,830","1,214",TriS,"1,214","$5,585,154",/movies/?id=loosecannons.htm
Loosies,1/11/2012,$808,1,IFC,3,"$3,519",/movies/?id=loosies.htm
Lootera,7/3/2013,"$314,958",100,Eros,100,"$581,813",/movies/?id=lootera.htm
Lord of Illusions,8/25/1995,"$4,800,258","1,533",MGM,"1,533","$13,294,422",/movies/?id=lordofillusions.htm
The Lord of the Flies,3/16/1990,"$4,410,457",888,Col.,919,"$13,985,225",/movies/?id=lordoftheflies.htm
The Lord of the Rings (1978),11/15/1978,"$626,649",31,UA,31,"$30,471,420",/movies/?id=lordoftherings78.htm
The Lord of the Rings: The Fellowship of the Ring,12/19/2001,"$47,211,490","3,359",NL,"3,381","$313,364,114*",/movies/?id=fellowshipofthering.htm
The Lord of the Rings: The Fellowship of the Ring (2011 re-release),6/14/2011,n/a,n/a,WB,522,"$768,580*",/movies/?id=fotr2011.htm
The Lord of the Rings: The Return of the King,12/17/2003,"$72,629,713","3,703",NL,"3,703","$377,027,325*",/movies/?id=returnoftheking.htm
The Lord of the Rings: The Return of the King (2011 re-release),6/28/2011,n/a,n/a,WB,521,"$818,580*",/movies/?id=rotk2011.htm
The Lord of the Rings: The Two Towers,12/18/2002,"$62,007,528","3,622",NL,"3,622","$339,789,881*",/movies/?id=twotowers.htm
The Lord of the Rings: The Two Towers (2011 re-release),6/21/2011,n/a,n/a,WB,522,"$764,607*",/movies/?id=twotowers2011.htm
Lord of War,9/16/2005,"$9,390,144","2,814",Lions,"2,814","$24,149,632",/movies/?id=lordofwar.htm
The Lords of Discipline,2/18/1983,"$3,011,932",800,Par.,800,"$11,787,127",/movies/?id=lordsofdiscipline.htm
Lords of Dogtown,6/3/2005,"$5,623,373","1,865",Sony,"1,865","$11,273,517",/movies/?id=lordsofdogtown.htm
The Lords of Flatbush,5/1/1974,n/a,n/a,Col.,n/a,n/a,/movies/?id=lordsofflatbush.htm
The Lords of Salem,4/19/2013,"$642,942",354,Anch.,354,"$1,165,882",/movies/?id=lordsofsalem.htm
Lore,2/8/2013,"$31,498",6,MBox,54,"$970,325",/movies/?id=lore.htm
Loren Cass,7/24/2009,"$2,135",1,Kino,2,"$8,125",/movies/?id=lorencass.htm
Lorenzo's Oil,1/1/1993,"$79,353",3,Uni.,456,"$7,286,388",/movies/?id=lorenzosoil.htm
Lorna's Silence,7/31/2009,"$34,411",6,SPC,23,"$338,795",/movies/?id=lornassilence.htm
Los Angeles Plays Itself,7/28/2004,"$5,005",1,B/F,1,"$6,945",/movies/?id=losangelesplaysitself.htm
Los Lonely Boys: Cottonfields and Crossroads,6/9/2006,n/a,n/a,LWB,n/a,n/a,/movies/?id=loslonelyboys.htm
Los Muertos,4/6/2007,"$1,758",1,Fct.,1,"$3,027",/movies/?id=losmuertos.htm
Los Sures,4/15/2016,"$26,088",1,Osci.,2,"$83,992",/movies/?id=lossures.htm
Loser,7/21/2000,"$6,008,611","2,016",Sony,"2,016","$15,618,626",/movies/?id=loser.htm
The Losers,4/23/2010,"$9,406,348","2,936",WB,"2,936","$23,591,432",/movies/?id=losers.htm
Losin' It,4/8/1983,"$437,257",180,Emb,180,"$1,246,141",/movies/?id=losinit.htm
Losing Chase,12/6/1996,"$31,176",10,CFP,10,"$64,161",/movies/?id=losingchase.htm
Losing Control,3/23/2012,"$2,196",1,HLM,3,"$22,081",/movies/?id=losingcontrol.htm
Losing Isaiah,3/17/1995,"$2,520,972",912,Par.,912,"$7,603,766",/movies/?id=losingisaiah.htm
The Loss of Sexual Innocence,5/28/1999,"$50,354",5,Sony,26,"$164,022",/movies/?id=lossofsexualinnocence.htm
Lost and Delirious,7/6/2001,"$41,215",7,Lions,20,"$307,233",/movies/?id=lostandelirious.htm
Lost and Found (1979),6/22/1979,"$1,022,374",382,Col.,n/a,"$3,223,197",/movies/?id=lostandfound1999.htm
Lost and Found (1999),4/23/1999,"$3,024,709","2,469",WB,"2,469","$6,552,255",/movies/?id=lostandfound99.htm
Lost and Found in Armenia,6/7/2013,"$49,829",9,HTR,9,"$122,305",/movies/?id=lostandfoundinarmenia.htm
Lost Angels,1988,n/a,n/a,Orion,n/a,"$1,247,946",/movies/?id=lostangels.htm
Lost Angels: Skid Row is My Home,12/7/2012,"$7,039",1,CLS,1,"$12,025",/movies/?id=lostangels2012.htm
The Lost Arcade,8/12/2016,"$7,500",1,26 Aries,1,"$9,522",/movies/?id=thelostarcade.htm
Lost Bohemia,5/20/2011,n/a,n/a,Long Shot,2,"$23,584",/movies/?id=lostbohemia.htm
The Lost Boys,7/31/1987,"$5,236,318","1,027",WB,"1,249","$32,222,567",/movies/?id=lostboys.htm
Lost Boys of Sudan,8/22/2003,$512,1,Shad.,8,"$188,467",/movies/?id=lostboysofsudan.htm
The Lost City,4/28/2006,"$191,560",18,Magn.,56,"$2,484,186",/movies/?id=lostcity.htm
The Lost City of Z,4/14/2017,"$110,175",4,BST,866,"$8,580,410",/movies/?id=thelostcityofz.htm
Lost Embrace,1/28/2005,"$18,564",2,NYer,6,"$190,860",/movies/?id=lostembrace.htm
Lost Highway,2/21/1997,"$212,710",12,Oct.,337,"$3,675,201",/movies/?id=losthighway.htm
Lost in America,3/15/1985,"$154,877",6,WB,315,"$10,179,000",/movies/?id=lostinamerica.htm
Lost in Beijing,1/25/2008,"$4,337",1,NYer,2,"$11,163",/movies/?id=lostinbeijing.htm
Lost in Hong Kong,9/25/2015,"$537,736",28,WGUSA,34,"$1,302,281",/movies/?id=lostinhongkong.htm
Lost in La Mancha,1/31/2003,"$63,303",8,IFC,24,"$732,393",/movies/?id=lostinlamancha.htm
Lost in Paris,6/16/2017,"$4,510",1,Osci.,48,"$667,412",/movies/?id=lostinparis.htm
Lost in Space,4/3/1998,"$20,154,919","3,306",NL,"3,306","$69,117,629",/movies/?id=lostinspace.htm
Lost in Thailand,2/8/2013,"$32,206",29,WAMCR,35,"$57,387",/movies/?id=lostinthailand.htm
Lost in Translation,9/12/2003,"$925,087",23,Focus,882,"$44,585,453",/movies/?id=lostintranslation.htm
Lost in Yonkers,5/14/1993,"$3,002,150","1,190",Col.,"1,190","$9,285,189",/movies/?id=lostinyonkers.htm
The Lost Medallion,3/1/2013,"$143,532",68,MTE,68,"$549,632",/movies/?id=lostmedallion.htm
Lost River,4/10/2015,"$20,828",3,WB,3,"$45,431",/movies/?id=lostriver.htm
The Lost Skeleton of Cadavra,2/6/2004,"$10,425",1,SRep,13,"$143,121",/movies/?id=lostskeletonofcadavra.htm
Lost Souls,10/13/2000,"$7,954,766","1,970",NL,"1,970","$16,815,253",/movies/?id=lostsouls.htm
The Lost Weekend,11/16/1945,n/a,n/a,Par.,n/a,n/a,/movies/?id=lostweekend.htm
Lost Woods,3/2/2012,"$58,240",13,Noct.,13,"$180,117",/movies/?id=lostwoods.htm
The Lost World: Jurassic Park,5/23/1997,"$72,132,785","3,281",Uni.,"3,565","$229,086,679",/movies/?id=jurassicpark2.htm
A Lot Like Love,4/22/2005,"$7,576,593","2,502",BV,"2,502","$21,845,719",/movies/?id=lotlikelove.htm
The Lottery,6/11/2010,"$16,435",1,Vari.,3,"$54,543",/movies/?id=lottery.htm
Lottery Ticket,8/20/2010,"$10,652,297","1,973",WB,"1,974","$24,719,879",/movies/?id=lotteryticket.htm
Lotus Eaters,4/5/2013,"$1,715",1,N/A,1,"$2,325",/movies/?id=lotuseaters.htm
Lou Reed's Berlin,7/18/2008,"$8,280",2,TRR,2,"$33,231",/movies/?id=loureedsberlin.htm
Lou! Journal infime,4/24/2015,$88,1,Distrib.,1,$287,/movies/?id=lou.htm
Loud House,2/7/2020,n/a,n/a,Par.,n/a,n/a,/movies/?id=theloudhouse.htm
Louder Than a Bomb,5/18/2011,"$2,300",1,Bal.,4,"$40,362",/movies/?id=louderthanabomb.htm
Louder than Bombs,4/8/2016,"$24,259",4,Orch.,40,"$163,807",/movies/?id=louderthanbombs.htm
Louder Than Words,8/1/2014,n/a,n/a,N/A,n/a,n/a,/movies/?id=louderthanwords.htm
loudQUIETloud: A Film About The Pixies,9/29/2006,"$3,792",3,Roxie,3,"$7,506",/movies/?id=pixies.htm
"Louise Bourgeois: The Spider, The Mistress and the Tangerine",6/25/2008,"$9,220",1,Zeit.,4,"$95,865",/movies/?id=louisebourgeois.htm
Love & Basketball,4/21/2000,"$8,139,180","1,237",NL,"1,245","$27,459,615",/movies/?id=loveandbasketball.htm
Love & Friendship,5/13/2016,"$133,513",4,RAtt.,826,"$14,016,568",/movies/?id=lovefriendship.htm
Love & Mercy,6/5/2015,"$2,122,177",481,RAtt.,791,"$12,551,031",/movies/?id=loveandmercy.htm
Love & Sex,8/25/2000,"$58,116",8,Lions,76,"$543,896",/movies/?id=loveandsex.htm
Love & Taxes,3/3/2017,"$1,698",1,Abr.,4,"$33,150",/movies/?id=lovetaxes.htm
Love (2012),2/17/2012,"$83,178",7,CL,15,"$309,200",/movies/?id=love2012.htm
Love (2015),10/30/2015,"$29,301",2,Alc,25,"$249,083",/movies/?id=lovenoe.htm
Love Aaj Kal,7/31/2009,"$1,241,762",102,Eros,102,"$2,430,083",/movies/?id=loveaajkal.htm
Love Actually,11/7/2003,"$6,886,080",576,Uni.,"1,714","$59,696,144",/movies/?id=loveactually.htm
Love Addict,5/13/2016,n/a,n/a,INDEP,n/a,n/a,/movies/?id=loveaddict.htm
Love Affair,10/21/1994,"$5,438,758","1,585",WB,"1,585","$18,272,894",/movies/?id=loveaffair.htm
Love and a .45,11/23/1994,"$9,086",4,Trim.,4,"$35,200",/movies/?id=loveanda45.htm
Love and a Bullet,8/30/2002,"$9,994",14,SGem,14,"$18,926",/movies/?id=loveandabullet.htm
Love and Air Sex,2/7/2014,n/a,n/a,Trib.,1,"$6,047",/movies/?id=loveandairsex.htm
Love and Death,6/10/1975,n/a,n/a,UA,n/a,"$20,123,742",/movies/?id=loveanddeath.htm
Love and Death on Long Island,3/6/1998,"$78,151",6,Lions,6,"$2,581,012",/movies/?id=loveanddeathonlongisland.htm
Love and Honor,5/2/2008,"$5,234",2,Elev.,3,"$60,910",/movies/?id=loveandhonor.htm
Love and Honor (2013),3/22/2013,"$2,815",2,IFC,9,"$19,684",/movies/?id=loveandhonor13.htm
Love and Human Remains,6/2/1995,"$28,280",2,SPC,17,"$542,985",/movies/?id=loveandhumanremains.htm
Love and Lost (Shi Gu),3/20/2015,"$86,048",24,CL,24,"$188,817",/movies/?id=loveandlost.htm
Love and Money,2/12/1982,n/a,n/a,Par.,n/a,"$14,009",/movies/?id=loveandmoney.htm
Love and Other Catastrophes,3/28/1997,"$22,807",3,FoxS,32,"$294,212",/movies/?id=loveandothercatastrophes.htm
Love and Other Drugs,11/24/2010,"$9,739,161","2,455",Fox,"2,458","$32,367,005",/movies/?id=loveandotherdrugs.htm
Love at First Bite,Apr 1979,n/a,n/a,AIP,n/a,"$43,885,000",/movies/?id=loveatfirstbite.htm
Love At First Fight,5/22/2015,"$3,187",2,Strand,7,"$25,229",/movies/?id=loveatfirstsight.htm
Love at Large,3/9/1990,n/a,n/a,Orion,n/a,"$1,436,308",/movies/?id=loveatlarge.htm
Love at Stake,4/15/1988,n/a,n/a,TriS,n/a,"$61,789",/movies/?id=loveatstake.htm
The Love Bug,3/13/1969,n/a,n/a,Dis.,n/a,"$51,264,000",/movies/?id=lovebug.htm
Love Comes Lately,6/13/2008,"$14,610",6,Kino,6,"$78,079",/movies/?id=lovecomeslately.htm
Love Crime,9/2/2011,"$35,375",5,IFC,29,"$539,792",/movies/?id=lovecrime.htm
Love Crimes,1/24/1992,"$1,157,370",669,Mira.,669,"$2,287,928",/movies/?id=lovecrimes.htm
Love Don't Cost a Thing,12/12/2003,"$6,315,311","1,844",WB,"1,844","$21,924,226",/movies/?id=lovedontcostathing.htm
Love Etc.,7/1/2011,"$8,781",2,Pala.,2,"$43,593",/movies/?id=loveetc.htm
Love Field,2/12/1993,"$301,000",210,Orion,210,"$1,014,726",/movies/?id=lovefield.htm
Love for Sale: Suely in the Sky,8/15/2007,"$3,058",1,Strand,1,"$13,703",/movies/?id=loveforsale.htm
Love Forbidden,11/7/2003,"$4,075",1,Strand,1,"$11,421",/movies/?id=loveforbidden.htm
Love Forecast,1/23/2015,"$11,600",1,CJ,1,"$32,211",/movies/?id=loveforecast.htm
The Love Guru,6/20/2008,"$13,907,130","3,012",Par.,"3,012","$32,235,793",/movies/?id=loveguru.htm
Love Happens,9/18/2009,"$8,057,010","1,898",Uni.,"1,922","$22,965,110",/movies/?id=traveling.htm
Love in Space,9/9/2011,"$13,795",16,CL,16,"$34,787",/movies/?id=loveinspace.htm
Love in the Buff,3/30/2012,"$91,233",10,CL,14,"$256,451",/movies/?id=loveinthebuff.htm
Love in the Time of Cholera,11/16/2007,"$1,924,860",852,NL,852,"$4,607,608",/movies/?id=loveinthetimeofcholera.htm
Love in the Time of Money,11/1/2002,"$6,040",4,Think,4,"$10,410",/movies/?id=loveinthetimeofmoney.htm
Love Is All There Is,10/11/1996,"$32,925",26,Gold.,26,"$61,875",/movies/?id=loveisallthereis.htm
Love is All You Need,5/3/2013,"$36,746",4,SPC,101,"$1,631,709",/movies/?id=loveisallyouneed.htm
Love is in the Air,1/31/2014,"$4,937",6,Focus,6,"$8,425",/movies/?id=loveisintheair.htm
Love is Strange,8/22/2014,"$117,276",5,SPC,138,"$2,262,223",/movies/?id=loveisstrange.htm
Love Is the Devil,10/7/1998,"$63,202",10,Strand,12,"$354,004",/movies/?id=loveisthedevil.htm
Love Is the Drug,10/6/2006,n/a,7,RM,7,n/a,/movies/?id=loveisthedrug.htm
Love Jones,3/14/1997,"$3,908,725",820,NL,821,"$12,479,335",/movies/?id=lovejones.htm
The Love Letter,5/21/1999,"$2,692,819",769,DW,817,"$8,302,478",/movies/?id=loveletter.htm
Love Letters (1945),8/17/1945,n/a,n/a,Par.,n/a,n/a,/movies/?id=loveletters45.htm
Love Letters (1984),4/27/1984,n/a,n/a,NW,n/a,"$5,269,990",/movies/?id=loveletters.htm
Love Live! The School Idol Movie,9/11/2015,"$115,840",28,AZ,28,"$115,840",/movies/?id=loveliveschoolidolmovie.htm
Love Liza,12/30/2002,"$15,522",4,SPC,10,"$213,137",/movies/?id=loveliza.htm
Love Me If You Dare,5/21/2004,"$21,546",3,ParC,56,"$553,504",/movies/?id=lovemeifyoudare.htm
Love Me Tonight,8/13/1932,n/a,n/a,Par.,n/a,n/a,/movies/?id=lovemetonight.htm
Love Me True,8/12/2016,"$5,759",2,Indic.,4,"$20,100",/movies/?id=lovemetrue.htm
Love N Dancing,5/8/2009,"$26,632",35,Scre.,35,"$47,812",/movies/?id=lovendancing.htm
Love Object,2/13/2004,"$4,492",1,Vita.,1,"$6,028",/movies/?id=loveobject.htm
Love on the Cloud (Wei Ai),12/24/2014,"$67,967",17,CL,17,"$271,734",/movies/?id=loveonthecloud.htm
Love Potion No. 9,11/13/1992,"$416,641",278,Fox,278,"$754,935",/movies/?id=lovepotion9.htm
The Love Punch,5/23/2014,"$26,420",40,KE,121,"$266,588",/movies/?id=lovepunch.htm
Love Ranch,6/30/2010,"$44,220",11,E1,11,"$137,885",/movies/?id=loveranch.htm
Love Serenade,8/1/1997,n/a,n/a,Mira.,n/a,"$604,523",/movies/?id=loveserenade.htm
A Love Song for Bobby Long,12/29/2004,"$28,243",8,Lions,24,"$164,308",/movies/?id=lovesongforbobbylong.htm
Love Songs,3/21/2008,"$20,488",2,IFC,7,"$104,567",/movies/?id=lovesongs.htm
Love Stinks,9/10/1999,"$1,339,575","1,325",IA,"1,325","$2,924,635",/movies/?id=lovestinks.htm
Love Story,12/16/1970,n/a,n/a,Par.,n/a,"$106,397,186",/movies/?id=lovestory.htm
Love the Coopers,11/13/2015,"$8,317,545","2,603",LGF,"2,603","$26,302,731",/movies/?id=lovethecoopers.htm
Love the Hard Way,6/6/2003,"$10,721",6,Kino,6,"$44,391",/movies/?id=lovethehardway.htm
Love Thy Nature,2/19/2015,n/a,n/a,ITL,17,"$41,149",/movies/?id=lovethynature.htm
Love U Mr. Kalakaar,5/13/2011,n/a,13,Eros,13,"$48,557",/movies/?id=loveumrkalakaar.htm
The Love Witch,11/11/2016,"$17,980",6,Osci.,22,"$228,894",/movies/?id=thelovewitch.htm
Love! Valour! Compassion!,5/16/1997,n/a,n/a,FL,n/a,"$2,977,807",/movies/?id=lovevalourcompassion.htm
